"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method";"M"
1,26305034609169;100;18,909161567688;0,0563263893127441;"Algo";11
NA;NA;0;0,00140523910522461;"One GP";11
1,89811531709369;100;2,73279428482056;0,051297664642334;"GPFDA";11
0,666535206362909;100;7,00444531440735;0,0565118789672852;"Algo";11
NA;NA;0;0,00142168998718262;"One GP";11
0,1607039176716;100;2,34222006797791;0,0516436100006104;"GPFDA";11
0,0702383753368702;100;15,5869982242584;0,163660526275635;"Algo";11
NA;NA;0;0,00142979621887207;"One GP";11
0,135819215107714;100;2,61282968521118;0,0543608665466309;"GPFDA";11
0,0966470980215324;100;10,1645479202271;0,0669126510620117;"Algo";11
NA;NA;0;0,00139427185058594;"One GP";11
0,136850320628554;100;2,80876231193542;0,0512294769287109;"GPFDA";11
0,543909774791469;100;5,88974952697754;0,0558772087097168;"Algo";11
NA;NA;0;0,00140714645385742;"One GP";11
1,13304605356892;100;1,11479020118713;0,0510382652282715;"GPFDA";11
1,35292628541664;100;5,46224546432495;0,0556869506835938;"Algo";11
NA;NA;0;0,00141668319702148;"One GP";11
1,51481634991289;100;2,51036143302917;0,0530641078948975;"GPFDA";11
13,9630428567434;43,3333333333333;11,3801188468933;0,0560123920440674;"Algo";11
NA;NA;0;0,00143551826477051;"One GP";11
14,2291638467897;100;1,72846603393555;0,0510616302490234;"GPFDA";11
1,94574094527204;93,3333333333333;5,42541098594666;0,0554869174957275;"Algo";11
NA;NA;0;0,00140547752380371;"One GP";11
1,6565261177567;100;2,7981641292572;0,0530755519866943;"GPFDA";11
0,183932182662676;100;6,74240446090698;0,0557436943054199;"Algo";11
NA;NA;0;0,00142073631286621;"One GP";11
0,110995861350958;100;1,18063116073608;0,064924955368042;"GPFDA";11
0,258958599955968;100;9,15413975715637;0,0552346706390381;"Algo";11
NA;NA;0;0,00145077705383301;"One GP";11
1,56512432925738;100;2,5078182220459;0,0513386726379395;"GPFDA";11
0,854657020077834;100;6,78343844413757;0,056408166885376;"Algo";11
NA;NA;0;0,00142717361450195;"One GP";11
1,1605434238659;100;1,26660323143005;0,0520796775817871;"GPFDA";11
